SNo,Date,Price,Open,High,Low,Vol.,Change %
2364,03-06-2015,0.0104,0.012,0.012,0.00923,10,-13.33
2363,03-07-2015,0.0103,0.0104,0.012,0.0103,0,-0.96
2362,03-08-2015,0.00978,0.0103,0.01103,0.00976,0,-5.08
2361,03-09-2015,0.00981,0.00982,0.01098,0.0098,0,0.3
2360,03-10-2015,0.00954,0.00981,0.01097,0.00883,0,-2.75
2359,03-11-2015,0.0077,0.00954,0.01093,0.0077,180,-19.25
2358,03-12-2015,0.01082,0.0077,0.01088,0.0077,0,40.52
2357,03-13-2015,0.01071,0.01082,0.01082,0.0082,0,-1.02
2356,03-14-2015,0.01112,0.01071,0.01197,0.01015,11180,3.83
2355,03-15-2015,0.0106,0.01112,0.01167,0.01016,0,-4.68
2354,03-16-2015,0.01054,0.0106,0.01118,0.01016,0,-0.57
2353,03-17-2015,0.01053,0.01054,0.01118,0.01053,0,-0.09
2352,03-18-2015,0.01024,0.01053,0.01496,0.01016,0,-2.75
2351,03-19-2015,0.01093,0.01024,0.01098,0.0079,0,6.74
2350,03-20-2015,0.00752,0.01093,0.01093,0.0075,0,-31.24
2349,03-21-2015,0.01011,0.00752,0.01019,0.0075,0,34.53
2348,03-22-2015,0.01004,0.01011,0.0102,0.0094,0,-0.69
2347,03-23-2015,0.00973,0.01004,0.0102,0.00973,0,-3.11
2346,03-24-2015,0.00994,0.00973,0.00995,0.009,0,2.2
2345,03-25-2015,0.0092,0.00994,0.00994,0.008,0,-7.46
2344,03-26-2015,0.0085,0.0092,0.0093,0.0085,0,-7.61
2343,03-27-2015,0.00875,0.0085,0.0088,0.0085,0,2.94
2342,03-28-2015,0.00895,0.00875,0.00895,0.00865,0,2.29
2341,03-29-2015,0.00835,0.00895,0.00895,0.0083,0,-6.7
2340,03-30-2015,0.0082,0.0081,0.0085,0.0081,0,-1.81
2339,03-31-2015,0.00774,0.0082,0.0085,0.0075,0,-5.62
2338,04-01-2015,0.0079,0.00774,0.00798,0.00751,0,2.09
2337,04-02-2015,0.00785,0.0079,0.0085,0.00761,0,-0.63
2336,04-03-2015,0.00893,0.00785,0.00928,0.00785,0,13.69
2335,04-04-2015,0.00937,0.00893,0.00994,0.00846,0,4.96
2334,04-05-2015,0.00884,0.00937,0.00946,0.0087,0,-5.65
2333,04-06-2015,0.00878,0.00884,0.00936,0.00845,0,-0.63
2332,04-07-2015,0.0091,0.00878,0.00936,0.00872,0,3.61
2331,04-08-2015,0.00918,0.0091,0.00937,0.00879,0,0.88
2330,04-09-2015,0.00919,0.00918,0.0098,0.00793,30,0.16
2329,04-10-2015,0.00918,0.00919,0.0092,0.00892,0,-0.16
2328,04-11-2015,0.008,0.00918,0.00918,0.008,0,-12.85
2327,04-12-2015,0.008,0.008,0.00914,0.008,0,0
2326,04-13-2015,0.00827,0.008,0.0084,0.008,0,3.39
2325,04-14-2015,0.00827,0.00827,0.00827,0.00827,0,0
2324,04-15-2015,0.00827,0.00827,0.00827,0.00827,0,0
2323,04-16-2015,0.00827,0.00827,0.00827,0.00827,0,0
2322,04-17-2015,0.00827,0.00827,0.00827,0.00827,0,0
2321,04-18-2015,0.00827,0.00827,0.00827,0.00827,0,0
2320,04-19-2015,0.00827,0.00827,0.00827,0.00827,0,0
2319,04-20-2015,0.00356,0.0115,0.0115,0.00356,280,-56.9
2318,04-21-2015,0.00356,0.00356,0.00356,0.00356,0,0
2317,04-22-2015,0.004,0.004,0.0114,0.00356,3000,12.2
2316,04-23-2015,0.00827,0.0082,0.00827,0.0082,0,106.85
2315,04-24-2015,0.00802,0.00827,0.0085,0.008,0,-3.07
2314,04-25-2015,0.00802,0.00802,0.00819,0.00802,0,0
2313,04-26-2015,0.00778,0.00802,0.00808,0.00778,0,-2.99
2312,04-27-2015,0.00805,0.00778,0.00806,0.00778,10,3.52
2311,04-28-2015,0.0077,0.00805,0.00805,0.0077,0,-4.42
2310,04-29-2015,0.00764,0.0077,0.00806,0.00762,0,-0.83
2309,04-30-2015,0.0085,0.00764,0.0085,0.00764,0,11.33
2308,05-01-2015,0.0085,0.0085,0.0085,0.0078,0,0
2307,05-02-2015,0.00844,0.0085,0.0085,0.00801,0,-0.68
2306,05-03-2015,0.0078,0.00844,0.00844,0.0078,0,-7.56
2305,05-04-2015,0.00817,0.0078,0.0085,0.0078,0,4.64
2304,05-05-2015,0.0078,0.00817,0.00849,0.0078,0,-4.47
2303,05-06-2015,0.00772,0.00779,0.0079,0.00772,0,-1.03
2302,05-07-2015,0.0078,0.00772,0.008,0.00666,0,1.02
2301,05-08-2015,0.00666,0.0078,0.0078,0.00666,0,-14.6
2300,05-09-2015,0.0078,0.00666,0.0078,0.00666,0,17.12
2299,05-10-2015,0.00666,0.0078,0.0078,0.00666,0,-14.62
2298,05-11-2015,0.00666,0.00666,0.00666,0.00666,0,0
2297,05-12-2015,0.0075,0.0075,0.0075,0.00666,890,12.6
2296,05-13-2015,0.00666,0.0075,0.0075,0.00666,0,-11.19
2295,05-14-2015,0.00748,0.00666,0.0075,0.00666,0,12.28
2294,05-15-2015,0.00648,0.00748,0.0075,0.00648,0,-13.29
2293,05-16-2015,0.00648,0.00648,0.00719,0.00648,540,0
2292,05-17-2015,0.00648,0.00648,0.00648,0.00648,10,0
2291,05-18-2015,0.00612,0.00648,0.00648,0.00612,10,-5.63
2290,05-19-2015,0.0046,0.00612,0.0071,0.0046,0,-24.79
2289,05-20-2015,0.00501,0.0046,0.0071,0.0046,0,8.83
2288,05-21-2015,0.005,0.00501,0.00501,0.005,0,0
2287,05-22-2015,0.005,0.005,0.0071,0.005,0,0
2286,05-23-2015,0.0071,0.0071,0.0071,0.0071,0,41.86
2285,05-24-2015,0.005,0.0071,0.00748,0.005,0,-29.5
2284,05-25-2015,0.00747,0.005,0.00747,0.005,0,49.31
2283,05-26-2015,0.00724,0.00725,0.00725,0.00724,300,-3.11
2282,05-27-2015,0.01498,0.00724,0.01498,0.00552,2370,106.96
2281,05-28-2015,0.00553,0.01498,0.01498,0.00553,0,-63.11
2280,05-29-2015,0.01412,0.00553,0.01412,0.00553,3160,155.52
2279,05-30-2015,0.0081,0.01412,0.01412,0.0081,0,-42.63
2278,05-31-2015,0.009,0.0081,0.009,0.0081,2740,11.11
2277,06-01-2015,0.0056,0.009,0.009,0.0056,1600,-37.78
2276,06-02-2015,0.00857,0.0078,0.00858,0.0075,1790,53.04
2275,06-03-2015,0.00561,0.0056,0.00561,0.0056,17780,-34.59
2274,06-04-2015,0.00892,0.0085,0.00892,0.008,660,59.1
2273,06-05-2015,0.00892,0.00892,0.00892,0.00561,160,0
2272,06-06-2015,0.00892,0.00892,0.00892,0.00892,0,0
2271,06-07-2015,0.00892,0.00892,0.00892,0.00892,0,0
2270,06-08-2015,0.00892,0.00892,0.00892,0.0056,0,0
2269,06-09-2015,0.00807,0.00555,0.00892,0.00555,0,-9.52
2268,06-10-2015,0.00807,0.00807,0.00891,0.0079,0,0
2267,06-11-2015,0.00807,0.00807,0.00891,0.00807,0,0
2266,06-12-2015,0.008,0.00807,0.00891,0.00556,0,-0.84
2265,06-13-2015,0.0079,0.008,0.00891,0.00556,1360,-1.25
2264,06-14-2015,0.008,0.008,0.00891,0.008,0,1.27
2263,06-15-2015,0.0084,0.008,0.0084,0.008,4470,5
2262,06-16-2015,0.01497,0.0084,0.01497,0.0084,0,78.21
2261,06-17-2015,0.0098,0.01497,0.01497,0.0097,220,-34.54
2260,06-18-2015,0.01497,0.0098,0.01497,0.0097,0,52.76
2259,06-19-2015,0.01139,0.01139,0.01139,0.01139,2190,-23.91
2258,06-20-2015,0.0141,0.0145,0.0145,0.0141,0,23.79
2257,06-21-2015,0.01,0.0141,0.01497,0.01,990,-29.08
2256,06-22-2015,0.01025,0.01,0.01025,0.01,570,2.5
2255,06-23-2015,0.01025,0.01025,0.01025,0.01,0,0
2254,06-24-2015,0.0115,0.01025,0.0115,0.01025,370,12.2
2253,06-25-2015,0.0115,0.0115,0.0115,0.0115,2550,0
2252,06-26-2015,0.0122,0.0115,0.0122,0.0115,2710,6.09
2251,06-27-2015,0.011,0.0105,0.01497,0.0105,3730,-9.84
2250,06-28-2015,0.0118,0.011,0.0118,0.011,0,7.27
2249,06-29-2015,0.01146,0.0118,0.0118,0.01145,0,-2.88
2248,06-30-2015,0.011,0.01146,0.01168,0.0084,0,-4.01
2247,07-01-2015,0.01135,0.011,0.01135,0.011,220,3.18
2246,07-02-2015,0.01135,0.01135,0.01135,0.00842,0,0
2245,07-03-2015,0.011,0.01135,0.01497,0.0095,0,-3.08
2244,07-04-2015,0.0109,0.011,0.01496,0.0107,0,-0.91
2243,07-05-2015,0.00885,0.0109,0.0109,0.0088,10,-18.81
2242,07-06-2015,0.01025,0.00885,0.01025,0.00885,1180,15.82
2241,07-07-2015,0.0092,0.01025,0.01025,0.0088,10,-10.24
2240,07-08-2015,0.0097,0.0092,0.0097,0.0092,3950,5.43
2239,07-09-2015,0.0084,0.0097,0.0097,0.0084,2000,-13.4
2238,07-10-2015,0.00898,0.0084,0.0097,0.00556,0,6.87
2237,07-11-2015,0.00825,0.00898,0.00898,0.00825,0,-8.1
2236,07-12-2015,0.00825,0.00825,0.00898,0.00825,850,0
2235,07-13-2015,0.0081,0.00825,0.0088,0.0081,0,-1.83
2234,07-14-2015,0.0088,0.0081,0.0088,0.0079,0,8.64
2233,07-15-2015,0.0088,0.0088,0.0088,0.0088,0,0
2232,07-16-2015,0.0079,0.0088,0.0088,0.0079,0,-10.23
2231,07-17-2015,0.0079,0.0079,0.0079,0.0079,0,0
2230,07-18-2015,0.008,0.0079,0.0086,0.0079,0,1.27
2229,07-19-2015,0.0079,0.008,0.008,0.0079,0,-1.25
2228,07-20-2015,0.00844,0.0079,0.00849,0.0079,0,6.89
2227,07-21-2015,0.00844,0.00844,0.00844,0.0071,0,-0.07
2226,07-22-2015,0.0082,0.00844,0.00844,0.0082,0,-2.82
2225,07-23-2015,0.0076,0.0076,0.0076,0.0076,0,-7.32
2224,07-24-2015,0.0075,0.0076,0.0078,0.0075,0,-1.32
2223,07-25-2015,0.0077,0.0075,0.0082,0.0075,0,2.67
2222,07-26-2015,0.0083,0.0077,0.0083,0.0076,0,7.79
2221,07-27-2015,0.0079,0.0083,0.0086,0.0079,0,-4.82
2220,07-28-2015,0.00875,0.0079,0.0088,0.0079,0,10.76
2219,07-29-2015,0.00875,0.00875,0.00875,0.00875,0,0
2218,07-30-2015,0.0087,0.00875,0.00875,0.0087,0,-0.57
2217,07-31-2015,0.0086,0.00801,0.0086,0.00801,0,-1.15
2216,08-01-2015,0.00841,0.0086,0.0086,0.00841,0,-2.21
2215,08-02-2015,0.0085,0.00841,0.0085,0.00801,0,1.07
2214,08-03-2015,0.0085,0.0085,0.0085,0.0085,0,0
2213,08-04-2015,0.0082,0.0085,0.0086,0.0082,0,-3.53
2212,08-05-2015,0.0086,0.0082,0.0086,0.0082,1000,4.88
2211,08-06-2015,0.00801,0.00801,0.00801,0.00801,0,-6.86
2210,08-07-2015,0.00801,0.00801,0.00801,0.00801,0,0
2209,08-08-2015,0.009,0.00801,0.0093,0.00801,0,12.32
2208,08-09-2015,0.0087,0.009,0.0091,0.0086,0,-3.33
2207,08-10-2015,0.00918,0.0087,0.00918,0.0087,280,5.52
2206,08-11-2015,0.0085,0.00918,0.00918,0.0085,0,-7.41
2205,08-12-2015,0.00801,0.0085,0.0085,0.00801,0,-5.76
2204,08-13-2015,0.0085,0.0085,0.0085,0.0085,0,6.12
2203,08-14-2015,0.00801,0.0085,0.0085,0.00801,0,-5.76
2202,08-15-2015,0.00801,0.00801,0.00801,0.00801,0,0
2201,08-16-2015,0.009,0.00801,0.009,0.00801,0,12.35
2200,08-17-2015,0.0085,0.009,0.009,0.00825,0,-5.55
2199,08-18-2015,0.00875,0.0085,0.00875,0.0085,360,2.94
2198,08-19-2015,0.00778,0.00875,0.00875,0.00778,0,-11.11
2197,08-20-2015,0.00875,0.00778,0.00875,0.00778,0,12.5
2196,08-21-2015,0.00797,0.00875,0.00875,0.00778,0,-8.93
2195,08-22-2015,0.00801,0.00797,0.00875,0.00797,0,0.51
2194,08-23-2015,0.007,0.00801,0.00801,0.007,0,-12.61
2193,08-24-2015,0.008,0.007,0.008,0.007,0,14.29
2192,08-25-2015,0.0067,0.008,0.008,0.0067,0,-16.25
2191,08-26-2015,0.00875,0.0067,0.00875,0.0067,0,30.6
2190,08-27-2015,0.00875,0.00875,0.00875,0.00875,0,0
2189,08-28-2015,0.00551,0.00815,0.00954,0.00551,0,-37.05
2188,08-29-2015,0.00873,0.0067,0.00873,0.0067,0,58.5
2187,08-30-2015,0.00873,0.00873,0.00873,0.00873,0,0
2186,08-31-2015,0.0069,0.00873,0.00873,0.0069,0,-20.95
2185,09-01-2015,0.00954,0.00551,0.00954,0.00551,0,38.18
2184,09-02-2015,0.00871,0.0069,0.00871,0.0069,0,-8.65
2183,09-03-2015,0.00954,0.00954,0.00954,0.00954,0,9.47
2182,09-04-2015,0.00954,0.00954,0.00954,0.00954,0,0
2181,09-05-2015,0.008,0.00871,0.00871,0.007,0,-16.11
2180,09-06-2015,0.00759,0.008,0.008,0.007,100,-5.13
2179,09-07-2015,0.008,0.00759,0.008,0.00709,0,5.39
2178,09-08-2015,0.008,0.008,0.008,0.008,0,0
2177,09-09-2015,0.0085,0.008,0.0085,0.008,0,6.25
2176,09-10-2015,0.0077,0.0085,0.0085,0.0075,10,-9.41
2175,09-11-2015,0.0079,0.0077,0.0079,0.0077,1870,2.6
2174,09-12-2015,0.00755,0.0079,0.0079,0.00755,2350,-4.43
2173,09-13-2015,0.00746,0.00755,0.008,0.00746,0,-1.19
2172,09-14-2015,0.00725,0.008,0.008,0.00725,0,-2.82
2171,09-15-2015,0.008,0.00725,0.008,0.00725,0,10.34
2170,09-16-2015,0.0074,0.008,0.008,0.0074,0,-7.5
2169,09-17-2015,0.0076,0.0074,0.00778,0.0074,0,2.7
2168,09-18-2015,0.00725,0.0076,0.0077,0.00725,0,-4.61
2167,09-19-2015,0.0077,0.00725,0.0077,0.00725,0,6.21
2166,09-20-2015,0.0072,0.0077,0.0077,0.0072,1250,-6.49
2165,09-21-2015,0.0076,0.0075,0.0077,0.0075,790,5.56
2164,09-22-2015,0.0072,0.0075,0.0075,0.0072,0,-5.26
2163,09-23-2015,0.0075,0.0072,0.0075,0.0066,0,4.15
2162,09-24-2015,0.0067,0.0068,0.0068,0.0067,1040,-10.65
2161,09-25-2015,0.0075,0.0067,0.0075,0.0066,0,11.94
2160,09-26-2015,0.0066,0.00661,0.00661,0.0066,330,-12.05
2159,09-27-2015,0.00557,0.00557,0.00557,0.00557,0,-15.62
2158,09-28-2015,0.0059,0.00725,0.00725,0.00582,0,6.02
2157,09-29-2015,0.00553,0.0059,0.0065,0.00553,880,-6.35
2156,09-30-2015,0.00553,0.00553,0.00553,0.00553,0,0
2155,10-01-2015,0.00525,0.0055,0.0055,0.00525,0,-4.99
2154,10-02-2015,0.0058,0.00649,0.00649,0.0058,0,10.48
2153,10-03-2015,0.00525,0.0058,0.00639,0.00525,0,-9.48
2152,10-04-2015,0.00501,0.0051,0.0051,0.00501,0,-4.67
2151,10-05-2015,0.0059,0.00501,0.0059,0.00444,0,17.88
2150,10-06-2015,0.0058,0.0059,0.0059,0.0057,90,-1.73
2149,10-07-2015,0.0055,0.00559,0.0058,0.0055,2980,-5.14
2148,10-08-2015,0.0051,0.0055,0.0055,0.0051,0,-7.27
2147,10-09-2015,0.0055,0.0051,0.00825,0.005,1900,7.84
2146,10-10-2015,0.00825,0.00504,0.00825,0.00504,0,50
2145,10-11-2015,0.00525,0.00525,0.007,0.00525,0,-36.35
2144,10-12-2015,0.0055,0.00525,0.0065,0.00524,0,4.74
2143,10-13-2015,0.0054,0.0055,0.0056,0.0054,2160,-1.82
2142,10-14-2015,0.00501,0.0054,0.0056,0.00501,0,-7.3
2141,10-15-2015,0.00505,0.00501,0.00522,0.00501,10,0.9
2140,10-16-2015,0.00541,0.00541,0.00541,0.00541,230,7.15
2139,10-17-2015,0.00505,0.00541,0.0056,0.00505,1860,-6.67
2138,10-18-2015,0.00503,0.00505,0.00506,0.00503,70,-0.48
2137,10-19-2015,0.00508,0.00503,0.00553,0.00503,270,1.07
2136,10-20-2015,0.0048,0.00508,0.00508,0.00453,90,-5.53
2135,10-21-2015,0.0046,0.0048,0.0048,0.0046,910,-4.17
2134,10-22-2015,0.00449,0.0046,0.0055,0.00449,830,-2.35
2133,10-23-2015,0.0046,0.0045,0.00465,0.0045,0,2.4
2132,10-24-2015,0.0046,0.0046,0.0055,0.0046,0,0
2131,10-25-2015,0.00449,0.0046,0.0051,0.00449,110,-2.35
2130,10-26-2015,0.0051,0.00449,0.0051,0.00449,200,13.54
2129,10-27-2015,0.00479,0.0051,0.0051,0.00444,0,-6
2128,10-28-2015,0.00445,0.00479,0.00479,0.00445,2830,-7.28
2127,10-29-2015,0.004,0.00445,0.0055,0.004,25060,-9.94
2126,10-30-2015,0.00525,0.00463,0.00525,0.00463,42840,31.13
2125,10-31-2015,0.00503,0.00525,0.00525,0.00503,1140,-4.12
2124,11-01-2015,0.00503,0.00503,0.00503,0.00503,0,0
2123,11-02-2015,0.0045,0.00475,0.0049,0.0045,3060,-10.59
2122,11-03-2015,0.0051,0.00505,0.00525,0.00505,9890,13.33
2121,11-04-2015,0.0045,0.0048,0.00553,0.0044,41420,-11.76
2120,11-05-2015,0.0041,0.0045,0.0055,0.0041,12490,-8.89
2119,11-06-2015,0.00441,0.00428,0.00458,0.0042,7280,7.68
2118,11-07-2015,0.00445,0.004,0.00445,0.004,6060,0.79
2117,11-08-2015,0.004,0.00445,0.0045,0.004,470,-10.11
2116,11-09-2015,0.004,0.0047,0.0047,0.004,0,0
2115,11-10-2015,0.00435,0.00435,0.00435,0.00435,7980,8.75
2114,11-11-2015,0.0047,0.004,0.0047,0.004,6070,8.05
2113,11-12-2015,0.005,0.0047,0.005,0.0047,4780,6.38
2112,11-13-2015,0.00434,0.00436,0.00447,0.00429,4090,-13.2
2111,11-14-2015,0.0048,0.0048,0.0048,0.0048,5610,10.6
2110,11-15-2015,0.00417,0.00432,0.0045,0.00414,16280,-13.08
2109,11-16-2015,0.00431,0.00417,0.00432,0.00413,6330,3.26
2108,11-17-2015,0.0044,0.0044,0.0044,0.0044,8340,2.14
2107,11-18-2015,0.0041,0.0043,0.0044,0.0041,380,-6.82
2106,11-19-2015,0.0044,0.0041,0.0044,0.004,0,7.29
2105,11-20-2015,0.00439,0.00439,0.00439,0.00439,0,-0.2
2104,11-21-2015,0.00406,0.00427,0.00427,0.00406,540,-7.56
2103,11-22-2015,0.00433,0.0043,0.00433,0.0043,340,6.63
2102,11-23-2015,0.0044,0.00425,0.0044,0.00424,2380,1.62
2101,11-24-2015,0.00421,0.0044,0.0044,0.0042,0,-4.34
2100,11-25-2015,0.0042,0.00437,0.00437,0.0042,0,-0.14
2099,11-26-2015,0.00407,0.0042,0.00437,0.00407,9310,-3.19
2098,11-27-2015,0.004,0.00407,0.00408,0.004,0,-1.62
2097,11-28-2015,0.004,0.004,0.004,0.004,5720,0
2096,11-29-2015,0.004,0.004,0.004,0.004,0,0
2095,11-30-2015,0.004,0.004,0.0044,0.004,15730,0
2094,12-01-2015,0.00402,0.0039,0.0041,0.0039,20930,0.5
2093,12-02-2015,0.00415,0.00402,0.00415,0.0038,800,3.23
2092,12-03-2015,0.0041,0.00415,0.00425,0.004,8840,-1.2
2091,12-04-2015,0.0048,0.0041,0.0048,0.0041,34400,17.05
2090,12-05-2015,0.00425,0.0048,0.0048,0.00425,8470,-11.44
2089,12-06-2015,0.00475,0.00425,0.0048,0.00425,26440,11.76
2088,12-07-2015,0.0045,0.00475,0.00495,0.0045,1080,-5.26
2087,12-08-2015,0.00624,0.0045,0.00624,0.0045,14420,38.67
2086,12-09-2015,0.00735,0.00624,0.00825,0.00583,29760,17.79
2085,12-10-2015,0.0065,0.00735,0.01,0.0045,29210,-11.59
2084,12-11-2015,0.006,0.0065,0.007,0.006,70060,-7.66
2083,12-12-2015,0.00613,0.007,0.007,0.00609,9140,2.18
2082,12-13-2015,0.0059,0.00613,0.00656,0.0059,170,-3.77
2081,12-14-2015,0.0058,0.0059,0.007,0.0058,63230,-1.69
2080,12-15-2015,0.00475,0.0058,0.0061,0.00475,505070,-18.1
2079,12-16-2015,0.006,0.00425,0.006,0.00425,115800,26.32
2078,12-17-2015,0.0056,0.0058,0.0058,0.0056,1560,-6.67
2077,12-18-2015,0.0054,0.00559,0.00559,0.0049,5740,-3.57
2076,12-19-2015,0.0055,0.0055,0.0055,0.0055,0,1.85
2075,12-20-2015,0.0049,0.005,0.005,0.0049,14290,-10.91
2074,12-21-2015,0.00511,0.005,0.00511,0.0048,10630,4.24
2073,12-22-2015,0.0056,0.00511,0.0056,0.00472,720,9.63
2072,12-23-2015,0.0056,0.00519,0.0056,0.00504,10000,0
2071,12-24-2015,0.00475,0.0056,0.0056,0.00475,0,-15.18
2070,12-25-2015,0.00669,0.00588,0.00669,0.00588,1730,40.93
2069,12-26-2015,0.0058,0.0057,0.0058,0.005,5000,-13.36
2068,12-27-2015,0.0051,0.0051,0.0051,0.0051,0,-12.07
2067,12-28-2015,0.0049,0.0051,0.0051,0.0049,1740,-3.92
2066,12-29-2015,0.00526,0.0052,0.0054,0.00501,10,7.24
2065,12-30-2015,0.00535,0.00526,0.00535,0.00516,9640,1.81
2064,12-31-2015,0.0052,0.00535,0.00535,0.0051,200,-2.71
2063,01-01-2016,0.0055,0.0052,0.0055,0.00513,0,5.67
2062,01-02-2016,0.00513,0.00513,0.00513,0.005,500,-6.82
2061,01-03-2016,0.0052,0.00513,0.0054,0.005,20,1.46
2060,01-04-2016,0.0051,0.0052,0.00535,0.0051,0,-1.92
2059,01-05-2016,0.005,0.0051,0.0054,0.005,0,-1.96
2058,01-06-2016,0.005,0.005,0.0055,0.005,2150,0
2057,01-07-2016,0.005,0.005,0.00564,0.005,13740,0
2056,01-08-2016,0.005,0.005,0.0056,0.005,11730,0
2055,01-09-2016,0.004,0.005,0.0055,0.004,20,-20
2054,01-10-2016,0.0054,0.0054,0.0054,0.0054,0,35
2053,01-11-2016,0.00401,0.0054,0.0054,0.00401,40,-25.74
2052,01-12-2016,0.00505,0.00401,0.00505,0.00401,0,26.01
2051,01-13-2016,0.00505,0.00505,0.00505,0.00505,200,0
2050,01-14-2016,0.00479,0.00505,0.00505,0.00401,870,-5.15
2049,01-15-2016,0.00505,0.00479,0.00505,0.00479,23970,5.43
2048,01-16-2016,0.00489,0.00513,0.00513,0.00465,3100,-3.13
2047,01-17-2016,0.00492,0.00489,0.00492,0.00489,640,0.51
2046,01-18-2016,0.00511,0.00492,0.00543,0.00492,110,3.93
2045,01-19-2016,0.00525,0.00511,0.00528,0.00511,960,2.64
2044,01-20-2016,0.00543,0.00525,0.00543,0.00525,17000,3.58
2043,01-21-2016,0.00524,0.00543,0.00562,0.00524,4000,-3.53
2042,01-22-2016,0.00523,0.00524,0.00524,0.00499,2810,-0.19
2041,01-23-2016,0.00512,0.00523,0.00523,0.00512,13450,-2.12
2040,01-24-2016,0.00512,0.00512,0.0052,0.00499,6950,0
2039,01-25-2016,0.0051,0.00512,0.00512,0.0051,15250,-0.43
2038,01-26-2016,0.00565,0.0051,0.00565,0.005,27470,10.84
2037,01-27-2016,0.00651,0.00565,0.00695,0.00565,147090,15.18
2036,01-28-2016,0.0058,0.00651,0.00685,0.00577,670,-11
2035,01-29-2016,0.00692,0.0058,0.00785,0.0058,5030,19.41
2034,01-30-2016,0.00633,0.00692,0.00785,0.0062,20520,-8.53
2033,01-31-2016,0.00615,0.00633,0.0066,0.00578,18270,-2.78
2032,02-01-2016,0.0067,0.00615,0.0067,0.0053,5830,8.82
2031,02-02-2016,0.00699,0.0067,0.00699,0.00647,290,4.36
2030,02-03-2016,0.00662,0.00699,0.00699,0.00662,260,-5.24
2029,02-04-2016,0.00663,0.00662,0.00697,0.00658,50,0.15
2028,02-05-2016,0.0079,0.00663,0.0079,0.00659,790,19.1
2027,02-06-2016,0.008,0.0079,0.008,0.0079,6980,1.27
2026,02-07-2016,0.00764,0.008,0.00909,0.00764,27910,-4.45
2025,02-08-2016,0.00812,0.00812,0.00812,0.00812,82610,6.25
2024,02-09-2016,0.00736,0.00812,0.1,0.00736,23420,-9.37
2023,02-10-2016,0.00739,0.00736,0.00819,0.00736,603980,0.37
2022,02-11-2016,0.00819,0.00739,0.00819,0.00736,161860,10.87
2021,02-12-2016,0.00794,0.00819,0.0082,0.00639,115060,-3.06
2020,02-13-2016,0.00844,0.00794,0.00845,0.00766,61540,6.3
2019,02-14-2016,0.00821,0.00844,0.00899,0.0082,145820,-2.73
2018,02-15-2016,0.00835,0.00821,0.0088,0.00821,46130,1.71
2017,02-16-2016,0.00811,0.00835,0.00875,0.00811,65430,-2.87
2016,02-17-2016,0.00746,0.00811,0.00864,0.00733,374370,-8.06
2015,02-18-2016,0.00844,0.00746,0.00844,0.00742,391390,13.2
2014,02-19-2016,0.00848,0.00844,0.00848,0.00773,14310,0.46
2013,02-20-2016,0.0079,0.00848,0.00848,0.0079,840,-6.88
2012,02-21-2016,0.00831,0.0079,0.0084,0.0079,59460,5.27
2011,02-22-2016,0.00831,0.00831,0.00831,0.00765,12510,0
2010,02-23-2016,0.00815,0.00831,0.00831,0.00815,1000,-1.93
2009,02-24-2016,0.00785,0.00815,0.00815,0.00785,3800,-3.68
2008,02-25-2016,0.00823,0.00785,0.00823,0.00755,17140,4.89
2007,02-26-2016,0.00823,0.00823,0.00823,0.00798,25590,-0.11
2006,02-27-2016,0.0078,0.00823,0.00823,0.0078,13210,-5.17
2005,02-28-2016,0.00816,0.0078,0.00816,0.00752,100,4.55
2004,02-29-2016,0.0081,0.00816,0.00816,0.0076,62320,-0.67
2003,03-01-2016,0.00828,0.0081,0.00828,0.0078,172650,2.2
2002,03-02-2016,0.00809,0.00828,0.00828,0.00783,18800,-2.22
2001,03-03-2016,0.0079,0.00809,0.00822,0.00782,351010,-2.37
2000,03-04-2016,0.00794,0.0079,0.00846,0.0079,79250,0.46
1999,03-05-2016,0.00734,0.00794,0.00845,0.00734,38570,-7.51
1998,03-06-2016,0.00755,0.00734,0.00809,0.00716,389960,2.83
1997,03-07-2016,0.00767,0.00755,0.00794,0.00755,198770,1.62
1996,03-08-2016,0.0078,0.00767,0.00796,0.00764,34480,1.67
1995,03-09-2016,0.0081,0.0078,0.00848,0.00765,27050,3.85
1994,03-10-2016,0.0082,0.0081,0.00863,0.008,59130,1.25
1993,03-11-2016,0.00922,0.0082,0.00969,0.0082,25820,12.4
1992,03-12-2016,0.00814,0.00922,0.00922,0.0081,78230,-11.69
1991,03-13-2016,0.00818,0.00814,0.00889,0.0081,620,0.52
1990,03-14-2016,0.0083,0.00818,0.00887,0.0081,19310,1.44
1989,03-15-2016,0.00787,0.0083,0.00838,0.0072,458270,-5.18
1988,03-16-2016,0.00819,0.00787,0.00836,0.00787,20850,4.1
1987,03-17-2016,0.0081,0.00819,0.00842,0.0079,42790,-1.14
1986,03-18-2016,0.00828,0.0081,0.00842,0.0079,1230,2.25
1985,03-19-2016,0.00782,0.00828,0.00828,0.00782,17380,-5.58
1984,03-20-2016,0.00778,0.00782,0.00813,0.00778,138880,-0.51
1983,03-21-2016,0.00792,0.00778,0.00813,0.00778,308660,1.8
1982,03-22-2016,0.00792,0.00792,0.00813,0.0079,77870,0
1981,03-23-2016,0.00838,0.00792,0.00851,0.00792,22390,5.89
1980,03-24-2016,0.00842,0.00838,0.00845,0.00807,8550,0.48
1979,03-25-2016,0.00821,0.00842,0.00842,0.008,4800,-2.48
